source|target|source_label|target_label|source_id|target_id
Sparc|Cell adhesion|Sparc|Cell adhesion|http://www.ncbi.nlm.nih.gov/gene/6678|http://purl.obolibrary.org/obo/GO_0007155
Sparc|PAI-1|Sparc|PAI-1|http://www.ncbi.nlm.nih.gov/gene/6678|http://www.ncbi.nlm.nih.gov/gene/5054
14-3-3|TAZ|14-3-3|TAZ|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/25937
14-3-3|Smad2|14-3-3|Smad2|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4087
14-3-3|Smad4|14-3-3|Smad4|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4089
TAZ|TAZ|TAZ|TAZ|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/25937
TAZ|POSTN|TAZ|POSTN|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/10631
Smad2|Smad2|Smad2|Smad2|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/4087
TAZ|SERPINE1|TAZ|SERPINE1|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/5054
Smad4|Sparc|Smad4|Sparc|http://www.ncbi.nlm.nih.gov/gene/4089|http://www.ncbi.nlm.nih.gov/gene/6678
TAZ|Smad2|TAZ|Smad2|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4087
Smad2|POSTN|Smad2|POSTN|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/10631
Smad2|SERPINE1|Smad2|SERPINE1|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/5054
Smad2|Smad4|Smad2|Smad4|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/4089
Smad2|TGFβ-II-R|Smad2|TGFβ-II-R|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/7048
Smad4|POSTN|Smad4|POSTN|http://www.ncbi.nlm.nih.gov/gene/4089|http://www.ncbi.nlm.nih.gov/gene/10631
Smad4|SERPINE1|Smad4|SERPINE1|http://www.ncbi.nlm.nih.gov/gene/4089|http://www.ncbi.nlm.nih.gov/gene/5054
Smad2|Sparc|Smad2|Sparc|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/6678
Smad3|Smad3|Smad3|Smad3|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/4088
TAZ|Smad4|TAZ|Smad4|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4089
Smad3|SERPINE1|Smad3|SERPINE1|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/5054
Smad3|POSTN|Smad3|POSTN|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/10631
TAZ|Sparc|TAZ|Sparc|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/6678
Smad2|Smad3|Smad2|Smad3|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/4088
TGFβ-I-R|Smad2|TGFβ-I-R|Smad2|http://www.ncbi.nlm.nih.gov/gene/7046|http://www.ncbi.nlm.nih.gov/gene/4087
TGFβ-I-R|Smad3|TGFβ-I-R|Smad3|http://www.ncbi.nlm.nih.gov/gene/7046|http://www.ncbi.nlm.nih.gov/gene/4088
TGFβ-I-R|TGFβ-II-R|TGFβ-I-R|TGFβ-II-R|http://www.ncbi.nlm.nih.gov/gene/7046|http://www.ncbi.nlm.nih.gov/gene/7048
TAZ|Smad3|TAZ|Smad3|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/4088
Smad4|Smad4|Smad4|Smad4|http://www.ncbi.nlm.nih.gov/gene/4089|http://www.ncbi.nlm.nih.gov/gene/4089
TGFβ-I-R|TGFβ-III-R|TGFβ-I-R|TGFβ-III-R|http://www.ncbi.nlm.nih.gov/gene/7046|http://www.ncbi.nlm.nih.gov/gene/7049
SERPINE1|PAI-1|SERPINE1|PAI-1|http://www.ncbi.nlm.nih.gov/gene/5054|http://www.ncbi.nlm.nih.gov/gene/5054
TGFβ-II-R|TGFβ-III-R|TGFβ-II-R|TGFβ-III-R|http://www.ncbi.nlm.nih.gov/gene/7048|http://www.ncbi.nlm.nih.gov/gene/7049
POSTN|Sparc|POSTN|Sparc|http://www.ncbi.nlm.nih.gov/gene/10631|http://www.ncbi.nlm.nih.gov/gene/6678
14-3-3|Smad3|14-3-3|Smad3|http://www.ncbi.nlm.nih.gov/gene/7532|http://www.ncbi.nlm.nih.gov/gene/4088
TAZ|CTFG|TAZ|CTFG|http://www.ncbi.nlm.nih.gov/gene/25937|http://www.ncbi.nlm.nih.gov/gene/1490
Smad2|CTFG|Smad2|CTFG|http://www.ncbi.nlm.nih.gov/gene/4087|http://www.ncbi.nlm.nih.gov/gene/1490
Smad4|CTFG|Smad4|CTFG|http://www.ncbi.nlm.nih.gov/gene/4089|http://www.ncbi.nlm.nih.gov/gene/1490
Smad3|Smad4|Smad3|Smad4|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/4089
Smad3|CTFG|Smad3|CTFG|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/1490
Sparc|Sparc|Sparc|Sparc|http://www.ncbi.nlm.nih.gov/gene/6678|http://www.ncbi.nlm.nih.gov/gene/6678
TGF-β|TGFβ-II-R|TGF-β|TGFβ-II-R|http://www.ncbi.nlm.nih.gov/gene/7040|http://www.ncbi.nlm.nih.gov/gene/7048
Smad3|Sparc|Smad3|Sparc|http://www.ncbi.nlm.nih.gov/gene/4088|http://www.ncbi.nlm.nih.gov/gene/6678
